text,label
The State Council can’t defeat the village chief?,0
It's hard to say it's prejudice. My daughter was friends with a single-parent girl in junior high school. She was greatly affected and had a lot of negative emotions. The girl was held back in the third year of junior high school due to illness. We haven't been together for more than half a year. My daughter's grades have improved a lot. It's hard to describe.,0
There will be no peace in the world unless Ansa is destroyed!,0
"How much sadness is contained in the word ""ask""? Who is willing to ""ask"" for a living in any way? Who is willing to go beyond the level of the government to petition, pester, or make trouble to make the people at the bottom suffer? How many people really know that when the law becomes a tool for the powerful to play with, what is not normal?",1
Why are disadvantaged groups poor?,3
"Maybe the initial and direct purpose of saving a person is to keep him alive, but now the probability of saving a child and letting him live well is quite high. But if you want to save an orphan or a disabled person who may not have the conditions to survive a long time ago, if you can't guarantee his future life, it may be more like continuing his suffering. It's just my personal opinion.",1
Is it because of the current situation or something? This is really not in line with the process. At least the relatives should confirm the identity of the deceased and sign before the follow-up process can proceed.,1
"If their father is Bill Gates, they will still despise him.",0
Can't win the argument? Keep talking and calling.],0
"There aren't that many excellent people, otherwise China would have been number one in the world long ago.",0
No one cares that they are cracked],0
"I don't know what it's like to have patriarchal oppression in a family. I've never seen it, but I've seen single parents like this.",0
"My niece is very sensitive. A few years ago, a relative's child came to our house. My sister picked up some food for the child, and my niece threw her chopsticks on the spot. The whole family couldn't scold her, and it took several years of coaxing to make her less sensitive.",0
"At this time, they will bring up some photos taken in Tehran and Kabul in the 1970s and 1980s.",0
"I was walking on a pedestrian street before and my phone was stolen like this. The first time I put my hand in, I felt it and yelled. The second time I took it away, I realized that my pocket was lighter. I found the phone in time and returned it to me. He followed me. I was scared to death.",0
"The practice of this stage, whether it is natural science or economics and politics, is utilitarian practice, and moral practice is also utilitarian practice. Human rationality is also born at this stage. Rationality plays an important role in helping mankind progress. The vertical transcendence led by it transcends the superficial direct sensibility to the timeless eternal universal concept, and the dominant means of transcendence is still thinking.",0
"But divorce can cause great harm to children's growth, unless the children are already adults.",1
"This is not considered sensitive, my sister is like this too, she just deserves a beating",0
"The reconciliation he mentioned is separation through reconciliation! Because they don't have a marriage certificate, they are not legally married, but they live together so they have to separate through reconciliation. As for violence, as long as there is evidence and the police are called, someone will definitely take care of it. If there is no evidence and it is determined based on words, then society will be in chaos!",2
What happened to single-parent families?,0
"1: I am definitely not wrong 1: If there is a fault, it is not me, it must be your problem",0
Don't talk too much except to those close to you.,1
It is clear who the police are protecting.,0
Ordinary people know exactly who the government is protecting! I won’t talk about it later in ancient times.,0
"Haha, many times everyone sees the side of themselves that they envy. Maybe children with guidance will feel that they can be better, but their parents are too controlling.",0
"My heart breaks, poor kid.",0
"You now owe money to migrant workers, but I don’t know if God will make you pay it back 100 times. Support the rural areas and farmers who speak for the migrant workers!",0
"The minimum living standard is that there are no dependents, such as parents or children, and this has blocked many people.",0
"Are you kidding? The bulk of material production and service industries are outside the system, and the number of people needed for administrative management is not constant. If the country finds that the redundant institutions caused by the ""iron rice bowl"" restrict the country's development, it must cut some of them without hesitation. It's a matter of decades, and no one can predict it. Of course, if it is to be cut, compensation must be given.",3
"Poor kid. Fortunately, Basar persisted. Otherwise, there would be many children like this.",0
"Darwin was talking about the elderly, the weak, the sick and the disabled, and you are talking about the disadvantaged groups. They are not the same thing, okay?",0
"Yes, every family's experience is different.",1
"Firstly, how can we tell from this video that there is no minimum living allowance? Besides, people are self-reliant, which is a reflection of their own life value. Isn’t that more noble and respectable than waiting at home? Furthermore, poverty alleviation and poverty reduction itself encourage people to be motivated.",0
"Love and marriage are very free. As long as parents don't need to pay for marriage, can parents stop you from getting a marriage certificate? If parents need to pay for marriage, then I'm sorry, the one who pays must have some say.",3
Junk news out of context,0
"To attract attention? Was this person smart enough to know that this would attract attention? From his eyes and behavior, we can tell that this was subconscious behavior, just like a person who is often beaten, who covers his head and squats down when he sees someone raising his arms. This is also the result of law enforcement, and the effect is obvious.",3
"If you don't try to lose weight, but suddenly lose weight, you should go to the hospital for a checkup. You may have diabetes or lung nodules that have turned into cancer. If you have a good relationship with someone, just give them a friendly reminder. Early cancer can be treated with surgery, and chemotherapy is not necessary. If you delay treatment for too long, it will be troublesome. It is also better to detect and treat diabetes early.",0
"In 2021, the highest per capita consumer expenditure of American residents was on housing accounting for 38.31%, followed by transportation accounting for 18.56%, then food, tobacco and alcohol accounting for 15.55, and then medical care accounting for 10.54.",0
"A sigh, a disaster that many people understand but cannot change",0
Now those who dare to speak out are conscientious media,0
"Although, your words give me chills",0
"It depends on who you ask. If you ask a small boss, then of course it is legal. But if you get into trouble, do you think you should go to jail?",1
"Equality, like freedom, is relative, an ideal statement.",1
"This is hoping that Pin Dad will die soon, so sad]",0
"I saw a netizen say that because she is a single parent, her parents-in-law love her especially. I think this is the difference between people.",0
"I remember that before the money was distributed, the vaccination rate in Beijing had reached about 70% (all people, not specifically the elderly). There was a list for vaccination. When the vaccination started, the person filling out the form suggested that people with certain diseases should not be vaccinated. Most of the elderly had one of these items. So the elderly did not get vaccinated later.",0
"That's right, it's better to discuss this issue when you are dating than to talk about it after you get married.",1
"We have also been owed wages for half a year, and the whole company is in arrears. The company has money for renovations, but no money for wages. There was no result after arbitration, and it keeps dragging on. What can employees do? The boss's watch and big ring don't look like someone who has no money (it's a private company. It's not that we didn't go through the procedures, but there was no result after we went through the procedures. Then who can control these deadbeats, and who can protect the rights and interests of employees?",0
I haven't entered society yet and haven't been beaten yet. I want to ask why I can't go back to my hometown?,0
There is no necessary connection. The current high divorce rate is also one of the important reasons.,1
"There is no minimum living allowance, which makes me cry for no reason",0
This proves that the three departments are very resolute in enforcing the law.,0
"No wonder I feel uncomfortable wearing it, why does it produce oil?",0
"Support, Wo Ma writes really well",0
"Don't ask the man's family to pay for the marriage. It will be better if the couple can solve the problem themselves. It is not right to take money from others, even if it is from your parents (not all parents are like this)",1
"My uncle was 83 years old. Because he had underlying diseases, he had never received any vaccines. When he had a fever, his lungs became infected. He was sent to the hospital and was admitted to the ICU. He died within less than three days of being in the ICU.",0
They haven't even figured out the differences between child labor and underage labor before publishing this article.],0
"There is no curse in the author's submission, and there is no curse in my comment. If you want to complain about the ghost cursing, go find the ghost who is cursing. What I said has anything to do with what you said?",0
"Yes, so only those who don’t have social security and pension insurance will have it. Those with pension insurance will have the minimum living security guaranteed. [Laughs]",2
"The essence of any society is to pursue a balance between fairness and efficiency, which is extremely undesirable.",1
It has been like this all the way and will be like this in the future.,0
"I think to be honest, I met a friend of a friend who refused to date a boy because he was a single parent. In fact, the boy was very good, but he frankly said that he had depression. But I think it depends on the characteristics you show and how the person you are facing sees it. For people of our age, I don’t think it’s a big deal. I have many friends from single-parent families, and I don’t think it’s a big deal. They are all very nice people.",1
"I watched it several times and felt so sad. I couldn't stop crying. Fate gave him these tests, but he was also trying to live with his own hands and hard work! I hope his life will get better in the future.",0
A blessed woman will not enter an unblessed house. Habaibai],0
You don't know if he has any accomplices or if he's a drug addict or a desperate criminal. Don't start using moral kidnapping.,0
"Every place is slightly different, but it’s better than nothing.",1
It is not uncommon to owe wages in China,0
Game of power and money,0
"Water can carry a boat, but it can also capsize it. Why are there so many people who have risen up in rebellion in history? Haven’t you seen the reason?",0
"You don't accept me and think I come from a single-parent family, so can't I just scold you back?",0
"In this case, you need to ask his family or guardian, because he himself is not easy to communicate. People like this are basically level two disabled or above, and they should basically have minimum living allowances. Needless to say, minimum living allowances are given as gifts. I didn't know about it before and I couldn't say that it didn't exist, but now it is unlikely. We basically have a good number of low-income households, disabled people, and elderly people in need in our jurisdiction, and the grassroots staff are very familiar with their family situations.",2
Where is he? I want to donate money to help him or take care of his business.,0
The US uses nuclear-powered printing presses to print money and take our property for nothing. They are not even willing to give some money to their own people.],0
Maybe the salary arrears are out of goodwill.,0
"I agree. If your parents can't handle it, but you still want your partner to handle it? It's better to change your partner, the cost is very low.",3
The divorce rate is high now.,0
"Sometimes it's not really indifference, I'm just afraid that reminding you will encounter such a situation",1
"Our Guo is not a big shot, but now, many silver sheep are in control of the clock. The disease that was once watched by the tiger has turned into a big cold, and now it has further degenerated into a small cold, most of which are asymptomatic. If you have a cold, don't take medicine. Drink more boiled water and you will definitely get better. The dead silver are all suffering from underlying diseases.",0
"Looking at their eyes, I want to cry too]",0
This shows that society is not as open-minded as before.,0
"Oh my god, even my own mother doesn't recognize this Mercury retrograde",0
"Just because you haven't seen it doesn't mean it doesn't exist, snickering]",0
"When a person is born, people don’t know what his future holds, but say congratulations. When a person dies, people don’t know what the afterlife is like, but say what a pity.",0
"Many things in the past few decades have proved that those who listen to the government will suffer a great loss, and those who go against the government will be right. The elderly have learned a lot through many things, so you should not think that there is anything wrong with what the elderly say. As for the new crown vaccine, the wind direction may change drastically in a few years. [Snicker]",0
"Some companies will find some disabled people to pay their social security and minimum wage, so that they don't have to pay disability insurance.",0
Can Shenyang's Civil Affairs Bureau do something about personnel matters?,0
"Oh, yes, I will ask more. My whole family has been struggling with this for a long time. Thank you.",0
Those two bald guys are obviously accomplices,0
"In fact, not only love, friends, relatives, work, most of the interpersonal relationships can be solved by breaking up. As long as you can be independent",1
"Moreover, society is a complex entity. From one perspective, I am the dominant party, but from another perspective, I am the weak party. Socialism is actually a boomerang.",0
"Some welfare systems should be learned from foreign countries, such as giving out masks, blood oximeters, medical care and medicine? I am annoyed.",0
What I want to say is that many people around me have subsistence allowances and live better than ordinary people like me. They have subsistence allowances. Why do they have subsistence allowances? It's a simple thing. Many of my classmates in college have a good life. They can act in a play and cry for the school subsidy. I feel that the man in the video needs this thing more than them.,0
I just want to graduate successfully and go to the hospital pharmacy to dispense medicine?,0
"Yes, disabled people should have this right, and it must be given to them, unless they don't want the minimum living allowance. This is basic humanitarianism.",2
The minimum living allowance in our hometown is given to people in need.,0
"The posture of asking for salary is wrong, it reminds me of the self-defense posture in the past.",1
"Too real, no sketching allowed",0
"Blood sucking, eh, how do you say blood sucking, doge]",0
What era is this? No way. Many of my friends are single parents. I think there are still many single-parent families now.,1
"Single-parent families are also normal families. Don't feel inferior or timid. You are not less than others, so don't be afraid. I have never met anyone who was bullied because of being a single parent.",1
What is the essence? I hope to hear your opinion.,0
"In this special period, many people do not set up mourning halls, and directly cremate the bodies.",0
"Catch them all, don't let any of them escape",3
"If it were me, I would block him too. Just hearing this makes me angry.doge]",0
The idiot is in charge of these things. His IQ is extremely low.,0
Tell me you are here to travel to Tianjin.,0
"As a child from a single-parent family, I feel very happy when I see this reply from a ghost. Maybe it's because I really have no quality hhhh",0
"On the other hand, if society as a whole decides to abandon anyone who adds no value to society, I might want to join others in abandoning society.",0
"What a joke, playing with people's lives",0
"Don’t think about it, the money is there, the question is who to spend it for!",0
"Don't just say there are some, point out specific examples, who the person is, where he lives, whether he is on the minimum living allowance or social security, how old he is now, speak with reason and evidence, otherwise you are spreading rumors during the school season.",0
"If I can't deal with Director Liao, I can't deal with you guys asking for your salary.",0
"No wonder, I understand when you said to send him to a nursing home, but you didn't see his face when he was changing into birthday clothes, or didn't recognize him? That's outrageous.]",0
This curse has been fulfilled 100% in my family.],0
How can it be considered domestic violence without a certificate?,3
"You know what I mean. Who can't ridicule? Who can't point out problems? Once I talk about solutions, I immediately become weak. I get really weird when I see jokes.]",0
"Your serious de facto marriage is really outdated. If you don't get a replacement certificate, the law will consider it cohabitation. If there is a dispute, it will only be handled as cohabitation. Chinese law has long taken folk customs into consideration, so before 1994, it was considered okay to hold a wedding banquet. Now it is a new era and the law needs to be popularized. After 1994, you need to wait until you reach the legal age to get a certificate. It's ok to hold a wedding banquet first, why don't you get a replacement certificate?",0
"The bottom class is too difficult, I hope the Urban Management Network will show some leniency and be a law enforcer with conscience doge]",0
"Don't feel inferior, you should despise your partner's parents. When you don't want to get married, you don't care about such people at all.",1
I used to see a man wearing a Xinjiang hat steal a girl’s mobile phone on the street. I didn’t say anything because I was too scared [Tears],0
"No one wants it, okay? If you help me find it, I'll give you a thank you fee, okay? My father has been a second-level mentally disabled man for many years, and he only gets 100 yuan a month, nothing else. He has never received a minimum living allowance.",0
People who come from single-parent families are very difficult to deal with. You will understand if you get to know a few of them and deal with them.,2
Is there a normal way to get money?,0
"I have similar thoughts. My views on tattoos and single parenting are similar. For tattoos, if it is not mindless following the trend, then there is a story behind it. If my partner has a story, I will definitely try to share and comfort him. But if we are not yet a partner and I know that the other person has a story, it is always right to avoid it.",0
A war can turn many people into disabled people. May the world be peaceful.,0
Public intellectuals: What do you know? This is freedom.,0
"The biggest problem with utilitarianism is that if you follow this standard, sooner or later there will be sacrifices left until only the so-called optimal solution remains. Can anyone guarantee that you are that optimal solution?",0
"I cried after watching this. I taught my child a lesson. Tell him that in the future, when he sees someone who looks different from us, he should not stare at others. Some people are born with defects. We should respect them. Bitterness",0
"The world is so vast, and there are so many things! How could this be wrong? Did the family members not recognize the person?",0
The minority people in a certain county here refuse to get vaccinated no matter how much money they are offered. I don’t know how they are doing in this wave of epidemic.,1
Why do you speak ill of them just because you don't accept single-parent families?,0
"When Shanghai was at its worst, it gave 1,000 yuan in cash to people aged 60+ who got vaccinated, but those who were brainwashed still didn’t roll their eyes]",0
"The blogger must have taken the photo, and he thought it was a plainclothes police officer? Or did he report it?",0
"There are many people in the country who do not have a marriage certificate. In terms of folk customs, this is considered a de facto marriage. It is just that the marriage certificate cannot be obtained if the marriage age is not reached, but in terms of folk customs, it is considered a husband-wife relationship. Now many people take the law too rigidly. The laws of any country must stand on public order and good customs. In China's public order and good customs, if there is no marriage certificate but the family has a wedding banquet and both parents agree, it is a de facto marriage.",1
Now we are back to the category of general equivalent of commodity economy.,0
We were drinking and singing together the day before. How can I have the nerve to detain someone today? Haha,0
This result also tells us that what you people say is simply inhumane.,0
"In the small villages of the 18th-tier small county, as long as you meet the requirements, you can get the minimum living allowance. Each village has a quota, and there is no need to give gifts or anything.",0
I am from Hangzhou. I suggest you take a look at the houses in Lin'an. There is room for appreciation. It must be very stressful for a girl to buy a house by herself. Come on.,0
Regional? It feels like there is no one around me who hasn't played.,0
"My relatives are divorced, and their children don't want to get married or date. They are 40 years old, and the elderly in the family are very anxious, but there is nothing they can do.",0
"Hahaha, apart from being scheming, what you said is completely true about me, but I grew up in a two-parent family.",0
"Yes, yes, yes, my family group is also so bitter",0
"Protecting people's lives, huh?",0
"But you said at the beginning that there was no chance to identify it. I want to ask, the family members have seen the body and confirmed the body. Do you say that there is no chance to identify it? Did you see the video clearly later and realized that you were whitewashing yourself? In the future, if you don’t see the video clearly, don’t make random comments and lead the rhythm. I feel embarrassed when I see your reply later to whitewash yourself. Love you]",0
There are also certain differences in the psychology of children raised by grandparents and children raised by parents.,1
"If the boy is a single parent, some mothers who have raised him since childhood cannot let him grow up, and may even feel that a woman has snatched her son away from them, and she will still have the final say in the family, which is quite strong. If you follow your father, you are the only woman in the family, and it is fine as long as there are no problems in daily life. If you are sick, some things will be inconvenient. [Sad]",1
Are there really so many house slaves in the country? Compared to the 1.4 billion people? The real bottom class probably doesn’t even have the idea of buying a house. This is more like encouraging people to buy houses and advertising for real estate companies. [laugh cry],3
Too poor to prove,0
It is clearly stated above that petitioning and appealing beyond the level of the government are all illegal. Some so-called wage-demanding migrant workers who were bribed by the contractors surrounded the government and held banners to threaten the staff. They must and should be severely punished.,2
"If you insist that evidence is that easy to find, I can only say that a slap on the face will cause redness and swelling. If there is no swelling on the body, it is like accusing someone of molesting you if you are accidentally touched. It is speechless!",3
Having difficulties does not mean enjoying minimum living allowance,3
I have no sympathy for them since 2010. Now everyone from top to bottom is concerned about the wages of migrant workers. Most of the problems are caused by the migrant workers themselves.,0
"Suddenly I discovered our couple avatar, hahahahahahahahaha",0
I met a person from a single-parent family. I can't say that he is a bad person. But the family situation is too complicated. He always comes to you to confide all kinds of negative emotions. It's tiring. It's just my personal situation.,0
"On Weibo, 4/1 is abroad, 4/1 is in Taiwan, and the rest are fence-sitters, with very few normal people.",0
"People are not tools, but their own ends.",0
"It's true. I know a girl who was also like this. Her cousin's friend went to her cousin's house twice and she happened to be there. She just casually said, ""You two sisters have a good relationship."" She interpreted it in her heart as someone saying that she shouldn't go to her cousin's house.",1
I am afraid that the disadvantaged groups will spend their money and have nothing to use. I am moved to tears.,0
"It reminded me of the godfather who saved Jean Valjean in Les Miserables. I think it was the godfather, I can’t remember the title)",0
Don't settle! Help her get her child and account back! She shouldn't be sucked dry by such a rotten family! She deserves a better life!,1
"If you really want to manage food hygiene, I suggest you look at the takeaway shops across the country. To be honest, it's at an outrageous level.",1
Pessimism is really hard to heal by itself.],0
"If this is all your monthly income, can you still survive?",3
"It is increasingly out of touch with the masses, and “going among the masses” has become a slogan.",0
"In this special period, there is no farewell ceremony for the bodies. Even if there is no COVID-19, people are still afraid of infection. Maybe they will just find someone to change the clothes and cremate the bodies.",1
I have the same experience.,0
"The canteen of the government unit can be opened to workers from surrounding construction sites and couriers, and a portion of food can be purchased for 10 yuan.",1
"To care about a person, you must first understand that person. Similarly, to care about a country, you must also understand its national conditions. It is not easy to understand Syria. There is little information, and most of it comes from Europe and the United States. If you learn about it through Syrian netizens, you will only get in touch with its wealthy population. But in the first place, this matter cannot be simple.",1
"They just sit in the house drinking hot tea, thinking about how much bonus they will get this year. Who cares about them in the cold wind, and their children in their hometown in the cold wind?",0
"Some low-income households don’t even have farmland, so they have no place to raise chickens, ducks, and geese.",0
"I have always believed that the purpose of human progress, peace, and development is ""happiness"". If people are not happy, then no matter how many talents there are or how advanced the technology is, it is useless. Alas, doge]",1
The minimum living allowance is given to people with connections.,0
"My own village and town would not know about this, so do we need the relevant departments to investigate?]",0
Don’t forget your original intention. The relevant departments should first protect the interests of vulnerable groups.,1
"Perhaps it would be more accurate to change it to a ""utilitarian perspective"". Because from an ethical perspective, ""utilitarianism"" pursues the maximization of happiness, which is not only personal but also social. We will not stand by and watch someone die. On the surface, it seems to be an altruistic behavior, but in fact, it can also be considered from the perspective of selfishness, because if we stand by and watch someone die, our soul will be tormented. So we save people for our own peace of mind, which is a selfish perspective.",0
"I can be buried in my hometown. When I get old, I will transfer my household registration back. After I die, I will be cremated and buried in my family’s ancestral grave. It’s sad.]",0
"There are many elderly people in my community who are 80 or 90 years old, and the vaccination rate is low. The community previously rewarded people for getting injections, and said that they could get injections at home, but no one got them. I don’t know if anyone has gone recently.",1
"The weirdness in personality is irreversible. My fat son asked me seriously, why do you always have dinner together? People in Northeast China eat and drink together every day during festivals. But he really doesn't understand. Because his family also celebrates festivals separately.",1
"In our county, many people of my father's age in the system earn more than 10,000 yuan a month. What ability do they have? They let the young people who have just joined the job do all the work, and they just wait for retirement in peace. What can people in their 50s outside the system do to earn 10,000 yuan a month?",0
"In Shanghai, low-income households all drive Mercedes-Benz, BMW, and Cadillac. [Laughing and crying]",0
"So, children need reliable parents to educate and guide them. Obviously, I am lucky to have excellent parents.",0
"That's right. Before I got into trouble, I thought the police were for the people. But when I got into trouble, I realized they were just for show. We don't even need them to charge into battle and fight to the death. We just need them to help us catch a thief and recover our losses, but they can't do that.",0
"About three or four years ago, near the Chinese New Year, there were many people shopping in the mall, and I saw two Xinjiang guys using long tweezers to steal things from the pocket of the girl in front of me. Many people saw it at the time, but no one stopped them. I shouted, and the thief immediately put away the tweezers and looked around to see who was shouting. I was so panicked at the time. Fortunately, there were many people, and he didn't know who was shouting. [Laughing cry]",0
Work hard in the heart of every conscientious person],0
"Tell the kids not to say they can't eat enough, but to say they can't wear a headscarf (or can't not wear a headscarf, which is what the Western devils are interested in).",0
"""Many disagree. How many? What's the proportion? Why do they disagree? When people express themselves, they should use words as clearly and accurately as possible. Your vague words are Mr. Almost.",0
I have never encountered this before. I asked around and they asked me to give them money. My father is 50 years old. He has a second-level severe mental disability.,0
"Originally, it was a question of whether or not the relationship could continue. The first person I met was from a single-parent family and very wealthy, but in the end, the relationship ended because he was too insecure in his relationship (it did not affect his other work and life), and he himself admitted that it was because of his single parentage.",1
"I feel like this epidemic is like a ""defective product"" harvester",0
"Hello, my territory is those other traitors.",0
They said they don't have a minimum living allowance.,0
Ten-yuan fast food is not only available in Northeast China. Media commentators who really have no idea about people's lives but act like Madonnas and point fingers at people should go out and have some time or listen to what others say.,0
Do you think it is okay to use your morality to hijack other people's morality?,0
The “people” are all local tyrants,0
"My childhood friend's parents divorced when he was young, but he has a very sunny and gentle personality. On the other hand, we all know that the reason why he has a good personality is that even though his parents divorced, his parents and other family members did not ignore his growth, but paid special attention to his mental health. This situation is really rare.",1
It's really strange. A thief looks like a thief. His temperament looks like a thief.,0
Just block people like this. Seeing messages like this affects my mood.,0
"Because human life itself is a kind of value, life is not a means, and the value of life does not depend on the existence of extended values. However, saving a child can also be empathy, and the good part of human nature is at work. Moreover, even if it is utilitarianism, saving this child means that someone can save my child in the future, and saving this child can make me happy and gain reputation, which is reasonable.",1
"Although you are right in terms of fairness and justice, in our law, the marriage certificate is indeed a disclaimer.",1
"It's funny. If the hospital makes a mistake, the family members will follow suit. How will the living people feel? If the family members don't confirm, are they just hoping that the old man will die quickly?",0
This happened to me too. They demanded so much money even though they didn’t do that much work.,0
"They didn't solve the case even after the break-in, which is really inaction.",0
I understand why migrant workers now demand daily wages. I'll accept being cheated for one day at most.,1
"Do you know how much the vaccine has helped? If it weren't for the vaccine, we would still be the original coronavirus strain with a very high mortality rate. It is precisely because of the universal vaccination that the original strain has mutated into the current Omicron.",0
"My aunt-in-law didn’t get vaccinated. After she tested positive, she felt so bad. She had all kinds of symptoms, including lung infection. She had the worst reaction among the people I know. In her own words, she felt like she was going to die immediately.]",0
"Is my comment right or wrong? Why? The family member is wrong. If you don't understand, don't reply. You keep asking the same two questions. My answer is quite comprehensive. If you still don't understand, I can't help you.",0
Whoever gives a gift to the village party secretary can get the minimum living allowance,0
"Just like the subsidies for poor students, even the poorest households in real difficulty may not be able to get them.",1
"Of course, what if the thief retaliates or beats you? Even if you help others, they may not help you.",2
It’s not necessarily true that my brother is good to my mother; the same goes for my husband and his two brothers.,0
"You don't have a home in the first place! If your husband doesn't support the family, what will you and your children eat and drink? What difference does it make whether you get divorced or not? If you get divorced, you will have no house? Then just stay here. At this time, it's not about whether you are a husband or not. It's about being a single mother taking care of the children for free. If your husband doesn't come back, you will still be free and comfortable.",3
"Is there no part of viewing the remains? If there is, and they still haven't recognized it, then it really is true that there is always a phoenix next to the sleeping dragon. Too outrageous.",3
How many people do the capitalists want to squeeze? Do the capitalists see it?,0
No. Don't feel wronged and feel that you were forced to share the rent. It's too late when things progress.,3
What your mother cares about is whether the other family is harmonious.,0
"I don't understand. The 10-yuan meal I ate at school was delicious and hygienic. From my point of view, there is nothing wrong with calling for food safety. I can only hope that everyone can eat safe and cheap boxed lunches.",0
It's a good thing that no one advised you not to fight.],1
"Yes, even now, the more equal a country is, the higher the proportion of children born out of wedlock. In France, 30% are born out of wedlock, and in Finland, 70% are born out of wedlock. The overall trend shows that marriage is no longer popular and children do not need fatherly love.",1
"I used to think that getting married would put an end to all my troubles, but later I found out that it was just the beginning of hell mode.]",0
"These days, commentators are all ignorant of hunger and cold, and they only think that others do not know how to be grateful.]",0
"Almost all working families around me have been infected. If they are infected, the whole family will suffer. And they are all very uncomfortable.",0
Is it possible that the blogger is wearing a city management uniform?],0
"I don't know how much difference there is between the 20% paid by the employer and the 8% paid by the individual. If we pay the minimum standard, it will be too much. By the way, some areas seem to have changed it to 14%.",0
"I've encountered this before, and the driver didn't say anything. If I hadn't been alert, my phone would have been gone. The thief next to me pulled half of my phone out of my pocket and found it right at the front door of the bus.",0
What are you waiting for after being detained for 5 days!,2
"In today's society, this is not surprising.",2
"Fifty-year-old traditional couples, when they see a single-parent family, they will think of all the bizarre gossip they have heard for decades, and of course they will care.",1
"I think it’s because the single parents raising the children are still “traditional parents”. This is the case around me. Because there is pressure to raise a child alone, they take it out on the child. (Sad!)",1
"Those who work hard and live hard, keep going! Bless you",0
"The category I'm talking about is the category of fruit. First of all, he doesn't sell high-end fruit. Secondly, his oranges are just ordinary oranges, not the slightly more expensive varieties like Red Beauty, Ehime, and Wogan. I said that it's not a problem to ignore the category, unit price, and profit. Just like you said, some people make 30,000 yuan a month and some make 3,000 yuan a month. It's obvious that the stall owner doesn't make 30,000 yuan!",0
"The one who was using a crane in Zhengzhou was also asking for his salary, which made the police jump to death in anger.]",0
Why don’t disabled people have minimum living security?,0
Is this still a lot? What was the original reference frame?,0
"Ah, yes. Before we got married, my mother-in-law said she would not live with us. After we got married, she came over whenever she had time. Now she has basically settled down here.",0
People who ask for wages are easy to bully,2
"Yes, the village cadres in the village are simply amazing. Any position they hold earns more than 200,000 yuan a year. Of course, they are all relatives, their family members or mistresses.",0
My son's class teacher also conducted a similar survey.,0
"I remember when my friend passed away, the hospital said this was the last time we would meet at least five times, once when he was lying on the bed, once when he was getting on the funeral car, once when he got off the car, once when he was viewing his body, and once before cremation when the family was asked to confirm.",0
"How do you judge that people don't quarrel all the time? Did I say that it's always like this? I just pointed out a situation that does exist and I'm not targeting everyone, right?",0
"A strong heart, a down-to-earth character, self-confidence, I hope God will give him other gifts",0
Should the Japanese police also be ordered to pay compensation? There is evidence that they were at fault for keeping Liu in the house.,3
This teacher is so good-looking that I don't really care what you say. I just imagine you standing on the podium.,0
How about you go eat shit and take a video and I buy you a hot search to make you famous?,0
"?You don’t think you’re funny, do you? No, no, don’t you?",0
"I used to have a minimum living allowance, but it was later cancelled. I guess it’s because I have a stable job.",0
Being away from the people for too long,0
She seems to live in a room by herself. You can go and watch the video. I don't think it's appropriate.,0
Can the People's Daily still represent the people?,0
They forgot that some people still eat steamed buns and pickles. They have forgotten their roots.,0
I think having parents guiding your life is not necessarily a good thing. Sometimes it is a blessing that parents do not make decisions or get involved in major life events.,1
"I think this mother is good. When she asked why she didn't give it to her mother, she didn't blame her at all. A normal person might think that it was the child's fault and blame the child, but she really asked the reason and didn't blame her at all.",1
"Blind dates do happen. My friend was criticized by the guy like this. Of course, the guy wasn't that good either.",0
Guangdong has a higher Engel coefficient than Shanxi. Does this mean that Shanxi people have stronger purchasing power than Guangdong people?],0
Don't you have eyes? I'm replying to the host of this thread. He said that it's not because he doesn't have a minimum living allowance that he needs to work.,0
"Mr. Li is leaving, no one is in charge",0
"When you were viewing the remains for the last time at the funeral home, it was outrageous that you didn't realize it wasn't your parents.",0
"His parents should have enough income to support him now, and paying social security can guarantee his future. If they can't make it, there's nothing we can do.",1
I guess it's individual differences.,0
"If they were truly serving the people, how could something like this happen?",0
"As we all know, having a father does not equal having fatherly love. What children need is love, which can be maternal love, paternal love, love from other elders, teachers, and friends.",1
A thing that doesn't know the suffering of the world,0
"Sorry, I made a typo. It's Yanbo. Sorry.",0
"One time, a college classmate of mine went out shopping and his newly bought cell phone was stolen. He called the police right away, but the police checked the surveillance camera and found nothing and let the matter go. The police don’t care about these trivial matters.]",0
"Pay more attention to families that have not been divorced. There are many things like domestic violence between parents, discord between couples, and conflicts between mother-in-law and daughter-in-law. Single-parent families generally don't have big problems.",2
"Oh, it's so pitiful. Two cute little girls are so bitter.",0
"As long as I am able, I will lend a helping hand, not because he will be ""useful"" in the future, but because life itself is worth cherishing.",0
"Stop talking nonsense. The owner of the floor did not say that he did not work hard at all. You are just imagining it. The Christian doctrine has never denied the subjective initiative of human beings. For this disabled person, selling oranges is self-reliance and reading the Bible is spiritual sustenance. As for believing in God requires money, that is not true faith, it is an exchange of interests. How can we talk about faith if we have exchanged interests?",0
"Don't be fooled by appearances. It's possible that someone's income is higher than the average. The state is very strict in reviewing the conditions for minimum living allowances, and the family's property and income must be strictly compared. If someone doesn't have minimum living allowances, it only means that his income level is higher than the minimum living allowance. No objection accepted.",2
"We don't have any in our class, but we are currently in the kindergarten stage.",0
